Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE
People,Place of Birth,State of residence,490336,(+/- 7691 ),590534,(+/- 8336 ),583906,(+/- 9206 ),473383,(+/- 11104 )
People,Place of Birth,Different state,256767,(+/- 7048 ),105405,(+/- 6152 ),147088,(+/- 8279 ),263028,(+/- 10346 )
People,Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",3527,(+/- 947 ),2089,(+/- 748 ),3510,(+/- 1276 ),10387,(+/- 2054 )
People,Place of Birth,Foreign born,13593,(+/- 1903 ),7883,(+/- 1353 ),16500,(+/- 2771 ),20790,(+/- 2728 )
People,Ancestry,Total population,764223,(+/- 2709 ),705911,(+/- 6750 ),751004,(+/- 6762 ),767588,(+/- 1708 )
People,Ancestry,American,95175,(+/- 7040 ),44809,(+/- 4621 ),88313,(+/- 6841 ),106545,(+/- 10120 )
People,Ancestry,Arab,1918,(+/- 1172 ),1121,(+/- 717 ),1493,(+/- 685 ),4252,(+/- 2463 )
People,Ancestry,Czech,645,(+/- 627 ),20,(+/- 33 ),323,(+/- 352 ),351,(+/- 271 )
People,Ancestry,Danish,316,(+/- 248 ),391,(+/- 306 ),295,(+/- 313 ),1783,(+/- 1184 )
People,Ancestry,Dutch,4254,(+/- 1407 ),1231,(+/- 658 ),2983,(+/- 1040 ),5764,(+/- 2272 )
People,Ancestry,English,74759,(+/- 6015 ),24925,(+/- 3351 ),53851,(+/- 6445 ),49826,(+/- 5536 )
People,Ancestry,French (except Basque),11578,(+/- 2894 ),4015,(+/- 1193 ),11535,(+/- 2047 ),43713,(+/- 6668 )
People,Ancestry,French Canadian,885,(+/- 501 ),568,(+/- 414 ),781,(+/- 476 ),3164,(+/- 1265 )
People,Ancestry,German,41947,(+/- 5446 ),15765,(+/- 2628 ),32179,(+/- 3872 ),58345,(+/- 5887 )
People,Ancestry,Greek,783,(+/- 562 ),137,(+/- 158 ),847,(+/- 499 ),1229,(+/- 927 )
People,Ancestry,Hungarian,518,(+/- 521 ),110,(+/- 139 ),235,(+/- 181 ),1129,(+/- 598 )
People,Ancestry,Irish,75842,(+/- 6361 ),28810,(+/- 3927 ),43443,(+/- 4033 ),63329,(+/- 6049 )
People,Ancestry,Italian,11862,(+/- 2821 ),7665,(+/- 2050 ),12375,(+/- 2961 ),29253,(+/- 4956 )
People,Ancestry,Lithuanian,0,(+/- 213 ),0,(+/- 213 ),66,(+/- 111 ),89,(+/- 120 )
People,Ancestry,Norwegian,2366,(+/- 1627 ),348,(+/- 271 ),653,(+/- 382 ),2070,(+/- 683 )
People,Ancestry,Polish,3900,(+/- 1328 ),901,(+/- 647 ),2342,(+/- 898 ),8458,(+/- 2245 )
People,Ancestry,Portuguese,299,(+/- 271 ),84,(+/- 99 ),1083,(+/- 1292 ),958,(+/- 583 )
People,Ancestry,Russian,457,(+/- 409 ),702,(+/- 579 ),1518,(+/- 985 ),1137,(+/- 705 )
People,Ancestry,Scotch-Irish,13489,(+/- 2626 ),5671,(+/- 1141 ),16042,(+/- 3336 ),19875,(+/- 3488 )
People,Ancestry,Scottish,16495,(+/- 2855 ),4275,(+/- 1368 ),12141,(+/- 2232 ),16629,(+/- 3476 )
People,Ancestry,Slovak,191,(+/- 206 ),76,(+/- 125 ),194,(+/- 230 ),681,(+/- 454 )
People,Ancestry,Subsaharan African,2969,(+/- 1223 ),9113,(+/- 1941 ),3708,(+/- 1574 ),7633,(+/- 2004 )
People,Ancestry,Swedish,1908,(+/- 847 ),606,(+/- 346 ),2273,(+/- 996 ),3253,(+/- 1333 )
People,Ancestry,Swiss,422,(+/- 367 ),334,(+/- 268 ),242,(+/- 291 ),1090,(+/- 924 )
People,Ancestry,Ukrainian,165,(+/- 184 ),0,(+/- 213 ),295,(+/- 277 ),124,(+/- 151 )
People,Ancestry,Welsh,2839,(+/- 1230 ),1191,(+/- 966 ),3607,(+/- 1265 ),3623,(+/- 1194 )
People,Ancestry,West Indian (excluding Hispanic origin groups),441,(+/- 599 ),281,(+/- 267 ),635,(+/- 597 ),1825,(+/- 1202 )
People,Veteran Status,Civilian population 18 years and over,580099,(+/- 2681 ),528827,(+/- 5061 ),569680,(+/- 5568 ),575615,(+/- 2322 )
People,Veteran Status,Civilian veterans,40936,(+/- 2982 ),32260,(+/- 2573 ),36554,(+/- 3037 ),66969,(+/- 4029 )
People,Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,753985,(+/- 3115 ),686904,(+/- 7000 ),733423,(+/- 7278 ),749856,(+/- 2358 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,120606,(+/- 6226 ),112419,(+/- 5315 ),110552,(+/- 6017 ),132467,(+/- 6378 )
People,Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,181696,(+/- 1833 ),176202,(+/- 3517 ),179347,(+/- 3955 ),183863,(+/- 1834 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,9940,(+/- 1918 ),7480,(+/- 1489 ),8120,(+/- 1654 ),13066,(+/- 2488 )
People,Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,457842,(+/- 3033 ),410317,(+/- 5205 ),444645,(+/- 5492 ),453756,(+/- 2764 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,64388,(+/- 4921 ),63908,(+/- 4192 ),61700,(+/- 4872 ),68828,(+/- 4991 )
People,Disability Status of the Civilian Noninstitutionalized Population,65 years and over,114447,(+/- 1888 ),100385,(+/- 2238 ),109431,(+/- 2625 ),112237,(+/- 1963 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,46278,(+/- 2802 ),41031,(+/- 2608 ),40732,(+/- 2606 ),50573,(+/- 3055 )
People,Residence 1 Year Ago,Population 1 year and over,754833,(+/- 2914 ),696481,(+/- 6932 ),742982,(+/- 6921 ),756785,(+/- 2524 )
People,Residence 1 Year Ago,Same house,655086,(+/- 9700 ),615552,(+/- 9762 ),647390,(+/- 9778 ),637985,(+/- 9794 )
People,Residence 1 Year Ago,Different house in the U.S.,98402,(+/- 8850 ),79770,(+/- 7353 ),93850,(+/- 10112 ),117194,(+/- 9416 )
People,Residence 1 Year Ago,Same county,56838,(+/- 6988 ),53488,(+/- 6717 ),49380,(+/- 8197 ),65372,(+/- 7519 )
People,Residence 1 Year Ago,Different county,41564,(+/- 5504 ),26282,(+/- 2991 ),44470,(+/- 5975 ),51822,(+/- 5244 )
People,Residence 1 Year Ago,Same state,23435,(+/- 3302 ),16484,(+/- 2345 ),30224,(+/- 4534 ),29356,(+/- 4612 )
People,Residence 1 Year Ago,Different state,18129,(+/- 3748 ),9798,(+/- 2377 ),14246,(+/- 3028 ),22466,(+/- 4290 )
People,Residence 1 Year Ago,Abroad,1345,(+/- 590 ),1159,(+/- 686 ),1742,(+/- 723 ),1606,(+/- 1132 )
Workers,Employment Status,Population 16 years and over,603088,(+/- 3134 ),547608,(+/- 5510 ),593068,(+/- 5872 ),605637,(+/- 2427 )
Workers,Employment Status,In labor force,350905,(+/- 6968 ),294614,(+/- 6735 ),336992,(+/- 6835 ),359547,(+/- 6343 )
Workers,Employment Status,Civilian labor force,349035,(+/- 6976 ),294427,(+/- 6741 ),335593,(+/- 6898 ),351651,(+/- 6301 )
Workers,Employment Status,Employed,330223,(+/- 7469 ),261368,(+/- 6752 ),314646,(+/- 7232 ),321575,(+/- 6969 )
Workers,Employment Status,Unemployed,18812,(+/- 2355 ),33059,(+/- 3104 ),20947,(+/- 2834 ),30076,(+/- 3546 )
Workers,Employment Status,Armed Forces,1870,(+/- 747 ),187,(+/- 158 ),1399,(+/- 543 ),7896,(+/- 1163 )
Workers,Employment Status,Not in labor force,252183,(+/- 7621 ),252994,(+/- 7229 ),256076,(+/- 6823 ),246090,(+/- 6545 )
Workers,Employment Status,Civilian labor force,349035,(+/- 6976 ),294427,(+/- 6741 ),335593,(+/- 6898 ),351651,(+/- 6301 )
Workers,Employment Status,Unemployment Rate,5.4,(+/- 0.7 ),11.2,(+/- 1.0 ),6.2,(+/- 0.8 ),8.6,(+/- 1.0 )
Workers,Commuting to Work,Workers 16 years and over,326912,(+/- 7452 ),255850,(+/- 6875 ),309342,(+/- 7399 ),323121,(+/- 6811 )
Workers,Commuting to Work,"Car, truck, or van -- drove alone",282087,(+/- 7559 ),212181,(+/- 6822 ),264471,(+/- 7217 ),269034,(+/- 7601 )
Workers,Commuting to Work,"Car, truck, or van -- carpooled",29664,(+/- 3119 ),31576,(+/- 3475 ),30501,(+/- 3955 ),27626,(+/- 3307 )
Workers,Commuting to Work,Public transportation (excluding taxicab),377,(+/- 301 ),1422,(+/- 532 ),533,(+/- 404 ),1368,(+/- 600 )
Workers,Commuting to Work,Walked,2148,(+/- 740 ),4063,(+/- 1115 ),3647,(+/- 1372 ),6902,(+/- 1456 )
Workers,Commuting to Work,Other means,4133,(+/- 1177 ),3047,(+/- 1003 ),2994,(+/- 912 ),10161,(+/- 1896 )
Workers,Commuting to Work,Worked at home,8503,(+/- 1684 ),3561,(+/- 1135 ),7196,(+/- 1773 ),8030,(+/- 1609 )
Workers,Commuting to Work,Mean travel time to work (minutes),24.0,(+/- 0.7 ),22.9,(+/- 0.8 ),25.5,(+/- 0.9 ),24.7,(+/- 0.8 )
Workers,Occupation,Civilian employed population 16 years and over,330223,(+/- 7469 ),261368,(+/- 6752 ),314646,(+/- 7232 ),321575,(+/- 6969 )
Workers,Occupation,"Management, business, science, and arts occupations",93493,(+/- 5122 ),73573,(+/- 4369 ),114171,(+/- 5446 ),102230,(+/- 5464 )
Workers,Occupation,Service occupations,55884,(+/- 4290 ),57365,(+/- 4151 ),50892,(+/- 4032 ),63860,(+/- 4486 )
Workers,Occupation,Sales and office occupations,78267,(+/- 4333 ),57371,(+/- 4062 ),72998,(+/- 5368 ),71349,(+/- 4480 )
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33487,(+/- 3309 ),26682,(+/- 3068 ),33050,(+/- 3395 ),39984,(+/- 3501 )
Workers,Occupation,"Production, transportation, and material moving occupations",69092,(+/- 4352 ),46377,(+/- 3311 ),43535,(+/- 3759 ),44152,(+/- 3679 )
Workers,Industry,Civilian employed population 16 years and over,330223,(+/- 7469 ),261368,(+/- 6752 ),314646,(+/- 7232 ),321575,(+/- 6969 )
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",3217,(+/- 1079 ),8487,(+/- 1434 ),10363,(+/- 1865 ),9342,(+/- 1901 )
Workers,Industry,Construction,20981,(+/- 2641 ),15112,(+/- 2144 ),19263,(+/- 2598 ),23639,(+/- 3246 )
Workers,Industry,Manufacturing,61266,(+/- 3884 ),33485,(+/- 2990 ),32103,(+/- 3250 ),38028,(+/- 3832 )
Workers,Industry,Wholesale trade,11840,(+/- 2442 ),6468,(+/- 1452 ),7102,(+/- 1541 ),5710,(+/- 1411 )
Workers,Industry,Retail trade,46222,(+/- 3216 ),28190,(+/- 2907 ),36612,(+/- 3457 ),36213,(+/- 3574 )
Workers,Industry,"Transportation and warehousing, and utilities",22880,(+/- 2469 ),14818,(+/- 1898 ),19355,(+/- 2853 ),17716,(+/- 2235 )
Workers,Industry,Information,3718,(+/- 1075 ),3257,(+/- 1184 ),4996,(+/- 1389 ),2865,(+/- 930 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",13109,(+/- 2074 ),12182,(+/- 1816 ),17755,(+/- 2662 ),15944,(+/- 2395 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",20401,(+/- 2831 ),15830,(+/- 2441 ),23167,(+/- 2634 ),21502,(+/- 2687 )
Workers,Industry,"Educational services, and health care and social assistance",71730,(+/- 3991 ),66329,(+/- 4766 ),87251,(+/- 5423 ),75142,(+/- 5663 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",28253,(+/- 3198 ),25191,(+/- 3218 ),24907,(+/- 2941 ),44041,(+/- 3802 )
Workers,Industry,"Other services, except public administration",15675,(+/- 2251 ),13185,(+/- 1956 ),16146,(+/- 2324 ),13631,(+/- 2458 )
Workers,Industry,Public administration,10931,(+/- 1562 ),18834,(+/- 2157 ),15626,(+/- 2200 ),17802,(+/- 2597 )
Workers,Class of Worker,Civilian employed population 16 years and over,330223,(+/- 7469 ),261368,(+/- 6752 ),314646,(+/- 7232 ),321575,(+/- 6969 )
Workers,Class of Worker,Private wage and salary workers,266935,(+/- 6933 ),191293,(+/- 6347 ),231062,(+/- 6108 ),243070,(+/- 8015 )
Workers,Class of Worker,Government workers,44388,(+/- 3496 ),56500,(+/- 3437 ),61923,(+/- 4613 ),59250,(+/- 4178 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,18646,(+/- 2411 ),13314,(+/- 2047 ),20805,(+/- 2637 ),18533,(+/- 2782 )
Workers,Class of Worker,Unpaid family workers,254,(+/- 229 ),261,(+/- 175 ),856,(+/- 495 ),722,(+/- 469 )
Housing,Housing Occupancy,Total housing units,328728,(+/- 1711 ),312386,(+/- 3019 ),327797,(+/- 3392 ),338581,(+/- 1604 )
Housing,Housing Occupancy,Occupied housing units,280350,(+/- 3622 ),257899,(+/- 4125 ),271623,(+/- 4674 ),281373,(+/- 4654 )
Housing,Housing Occupancy,Vacant housing units,48378,(+/- 4030 ),54487,(+/- 3675 ),56174,(+/- 5211 ),57208,(+/- 4686 )
Housing,Housing Occupancy,Homeowner vacancy rate,2.1,(+/- 0.7 ),1.6,(+/- 0.6 ),1.8,(+/- 0.5 ),2.4,(+/- 0.7 )
Housing,Housing Occupancy,Rental vacancy rate,8.8,(+/- 1.7 ),8.5,(+/- 1.4 ),7.4,(+/- 2.0 ),9.6,(+/- 1.8 )
Housing,Housing Tenure,Occupied housing units,280350,(+/- 3622 ),257899,(+/- 4125 ),271623,(+/- 4674 ),281373,(+/- 4654 )
Housing,Housing Tenure,Owner-occupied,193986,(+/- 4664 ),156932,(+/- 4145 ),197754,(+/- 4323 ),185442,(+/- 4782 )
Housing,Housing Tenure,Renter-occupied,86364,(+/- 3867 ),100967,(+/- 3450 ),73869,(+/- 4243 ),95931,(+/- 4801 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.67,(+/- 0.05 ),2.61,(+/- 0.05 ),2.72,(+/- 0.05 ),2.65,(+/- 0.06 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.63,(+/- 0.08 ),2.64,(+/- 0.08 ),2.54,(+/- 0.11 ),2.68,(+/- 0.10 )
Housing,Year Householder Moved into Unit,Occupied housing units,280350,(+/- 3622 ),257899,(+/- 4125 ),271623,(+/- 4674 ),281373,(+/- 4654 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,42895,(+/- 3284 ),37856,(+/- 3027 ),45294,(+/- 3799 ),53866,(+/- 3852 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,73335,(+/- 4191 ),68594,(+/- 3719 ),61616,(+/- 3807 ),77253,(+/- 4143 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,76737,(+/- 3615 ),61664,(+/- 3502 ),74380,(+/- 4390 ),75061,(+/- 4446 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,40800,(+/- 3163 ),39565,(+/- 2902 ),42336,(+/- 2890 ),34124,(+/- 2793 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,22242,(+/- 2345 ),21055,(+/- 2021 ),24373,(+/- 2543 ),18588,(+/- 2004 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,24341,(+/- 1958 ),29165,(+/- 2348 ),23624,(+/- 2092 ),22481,(+/- 2110 )
Housing,Value,Owner-occupied units,193986,(+/- 4664 ),156932,(+/- 4145 ),197754,(+/- 4323 ),185442,(+/- 4782 )
Housing,Value,"Less than $50,000",31756,(+/- 2707 ),34897,(+/- 2679 ),37262,(+/- 2681 ),27851,(+/- 2706 )
Housing,Value,"$50,000 to $99,999",51377,(+/- 3093 ),53693,(+/- 3542 ),42512,(+/- 3264 ),46488,(+/- 2847 )
Housing,Value,"$100,000 to $149,999",37595,(+/- 2507 ),26262,(+/- 2457 ),31681,(+/- 2957 ),36417,(+/- 3093 )
Housing,Value,"$150,000 to $199,999",29074,(+/- 2696 ),18073,(+/- 2073 ),29811,(+/- 2487 ),27382,(+/- 2238 )
Housing,Value,"$200,000 to $299,999",28821,(+/- 2475 ),17043,(+/- 2165 ),32608,(+/- 3116 ),29003,(+/- 2651 )
Housing,Value,"$300,000 to $499,999",10728,(+/- 1825 ),5095,(+/- 1098 ),16446,(+/- 2157 ),13358,(+/- 1773 )
Housing,Value,"$500,000 to $999,999",3753,(+/- 916 ),1074,(+/- 441 ),5949,(+/- 1281 ),3512,(+/- 780 )
Housing,Value,"$1,000,000 or more",882,(+/- 423 ),795,(+/- 375 ),1485,(+/- 519 ),1431,(+/- 674 )
Housing,Value,Median (dollars),116100,(+/- 3336 ),87900,(+/- 2328 ),128600,(+/- 5962 ),122800,(+/- 4315 )
Housing,Mortgage Status,Owner-occupied units,193986,(+/- 4664 ),156932,(+/- 4145 ),197754,(+/- 4323 ),185442,(+/- 4782 )
Housing,Mortgage Status,Housing units with a mortgage,100889,(+/- 3850 ),75556,(+/- 3510 ),96795,(+/- 4654 ),94660,(+/- 4457 )
Housing,Mortgage Status,Housing units without a mortgage,93097,(+/- 3775 ),81376,(+/- 3731 ),100959,(+/- 3898 ),90782,(+/- 4115 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,100889,(+/- 3850 ),75556,(+/- 3510 ),96795,(+/- 4654 ),94660,(+/- 4457 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,3909,(+/- 882 ),3441,(+/- 873 ),2565,(+/- 659 ),2467,(+/- 942 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,41359,(+/- 3067 ),37203,(+/- 2909 ),32908,(+/- 2973 ),33953,(+/- 2733 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",35173,(+/- 2727 ),23882,(+/- 2600 ),34931,(+/- 2913 ),34848,(+/- 3096 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",11521,(+/- 1738 ),6822,(+/- 1320 ),15201,(+/- 2073 ),13583,(+/- 1927 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",5539,(+/- 1157 ),2495,(+/- 775 ),6479,(+/- 1413 ),5033,(+/- 1092 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",1408,(+/- 645 ),1188,(+/- 621 ),2247,(+/- 633 ),2011,(+/- 652 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",1980,(+/- 715 ),525,(+/- 330 ),2464,(+/- 662 ),2765,(+/- 1012 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1064,(+/- 26 ),960,(+/- 31 ),1175,(+/- 33 ),1132,(+/- 25 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,93097,(+/- 3775 ),81376,(+/- 3731 ),100959,(+/- 3898 ),90782,(+/- 4115 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,24503,(+/- 2427 ),22317,(+/- 2182 ),28467,(+/- 3075 ),27094,(+/- 2473 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,34468,(+/- 2694 ),32318,(+/- 2171 ),36781,(+/- 2763 ),30905,(+/- 2630 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,22655,(+/- 1908 ),19649,(+/- 2183 ),26154,(+/- 2612 ),21878,(+/- 2510 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,7443,(+/- 1418 ),5002,(+/- 1076 ),5924,(+/- 1347 ),6876,(+/- 1357 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,2263,(+/- 740 ),1286,(+/- 543 ),2126,(+/- 887 ),2356,(+/- 753 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",1765,(+/- 621 ),804,(+/- 351 ),1507,(+/- 707 ),1673,(+/- 554 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),336,(+/- 8 ),329,(+/- 11 ),335,(+/- 11 ),338,(+/- 10 )
Housing,Gross Rent,Occupied units paying rent,76698,(+/- 3801 ),83675,(+/- 3471 ),64942,(+/- 3955 ),88122,(+/- 4566 )
Housing,Gross Rent,Less than $500,15350,(+/- 2208 ),22703,(+/- 2374 ),12196,(+/- 1941 ),11227,(+/- 1837 )
Housing,Gross Rent,$500 to $999,44270,(+/- 3426 ),51130,(+/- 3216 ),35655,(+/- 3348 ),56485,(+/- 3694 )
Housing,Gross Rent,"$1,000 to $1,499",13532,(+/- 1925 ),8776,(+/- 1428 ),13619,(+/- 2055 ),17391,(+/- 2484 )
Housing,Gross Rent,"$1,500 to $1,999",2563,(+/- 821 ),456,(+/- 449 ),2133,(+/- 807 ),2665,(+/- 1092 )
Housing,Gross Rent,"$2,000 to $2,499",751,(+/- 503 ),498,(+/- 520 ),1103,(+/- 600 ),139,(+/- 177 )
Housing,Gross Rent,"$2,500 to $2,999",184,(+/- 161 ),68,(+/- 88 ),0,(+/- 213 ),92,(+/- 152 )
Housing,Gross Rent,"$3,000 or more",48,(+/- 88 ),44,(+/- 77 ),236,(+/- 191 ),123,(+/- 109 )
Housing,Gross Rent,Median (dollars),741,(+/- 27 ),666,(+/- 19 ),745,(+/- 26 ),768,(+/- 24 )
Housing,Gross Rent,No rent paid,9666,(+/- 1539 ),17292,(+/- 2000 ),8927,(+/- 1625 ),7809,(+/- 1451 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,280350,(+/- 3622 ),257899,(+/- 4125 ),271623,(+/- 4674 ),281373,(+/- 4654 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",27188,(+/- 2466 ),34900,(+/- 2662 ),27107,(+/- 2400 ),23929,(+/- 2471 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",20682,(+/- 2140 ),22157,(+/- 2199 ),20523,(+/- 2536 ),23774,(+/- 2724 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",33410,(+/- 2615 ),39885,(+/- 3473 ),33147,(+/- 2667 ),34924,(+/- 2931 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",31682,(+/- 2602 ),33715,(+/- 2824 ),27803,(+/- 2799 ),29107,(+/- 3246 )
