People,Ancestry,Total population,681170,(*****)
People,Ancestry,American,13885,(+/- 2097 )
People,Ancestry,Arab,5045,(+/- 1522 )
People,Ancestry,Czech,1717,(+/- 592 )
People,Ancestry,Danish,2695,(+/- 1014 )
People,Ancestry,Dutch,4390,(+/- 1025 )
People,Ancestry,English,34190,(+/- 3170 )
People,Ancestry,French (except Basque),9504,(+/- 1469 )
People,Ancestry,French Canadian,2199,(+/- 640 )
People,Ancestry,German,47381,(+/- 3269 )
People,Ancestry,Greek,2286,(+/- 764 )
People,Ancestry,Hungarian,2778,(+/- 846 )
People,Ancestry,Irish,45517,(+/- 3708 )
People,Ancestry,Italian,25927,(+/- 2291 )
People,Ancestry,Lithuanian,1708,(+/- 634 )
People,Ancestry,Norwegian,3498,(+/- 793 )
People,Ancestry,Polish,15138,(+/- 2329 )
People,Ancestry,Portuguese,1543,(+/- 687 )
People,Ancestry,Russian,10869,(+/- 2137 )
People,Ancestry,Scotch-Irish,6209,(+/- 1363 )
People,Ancestry,Scottish,10960,(+/- 1717 )
People,Ancestry,Slovak,1839,(+/- 769 )
People,Ancestry,Subsaharan African,18354,(+/- 3908 )
People,Ancestry,Swedish,3662,(+/- 853 )
People,Ancestry,Swiss,1550,(+/- 602 )
People,Ancestry,Ukrainian,2566,(+/- 690 )
People,Ancestry,Welsh,2777,(+/- 845 )
People,Ancestry,West Indian (excluding Hispanic origin groups),9046,(+/- 1702 )
People,Veteran Status,Civilian population 18 years and over,557060,(+/- 590 )
People,Veteran Status,Civilian veterans,26346,(+/- 2419 )
People,Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,670985,(+/- 594 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,75783,(+/- 3722 )
People,Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,120313,(+/- 582 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,4734,(+/- 1379 )
People,Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,473878,(+/- 990 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,44921,(+/- 3092 )
People,Disability Status of the Civilian Noninstitutionalized Population,65 years and over,76794,(+/- 686 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,26128,(+/- 1843 )
People,Residence 1 Year Ago,Population 1 year and over,672022,(+/- 1765 )
People,Residence 1 Year Ago,Same house,538547,(+/- 7335 )
People,Residence 1 Year Ago,Different house in the U.S.,122320,(+/- 7010 )
People,Residence 1 Year Ago,Same county,64166,(+/- 6120 )
People,Residence 1 Year Ago,Different county,58154,(+/- 4335 )
People,Residence 1 Year Ago,Same state,0,(+/- 203 )
People,Residence 1 Year Ago,Different state,58154,(+/- 4335 )
People,Residence 1 Year Ago,Abroad,11155,(+/- 1804 )
Workers,Employment Status,Population 16 years and over,569932,(+/- 1139 )
Workers,Employment Status,In labor force,395244,(+/- 5295 )
Workers,Employment Status,Civilian labor force,391916,(+/- 5304 )
Workers,Employment Status,Employed,364797,(+/- 5549 )
Workers,Employment Status,Unemployed,27119,(+/- 2646 )
Workers,Employment Status,Armed Forces,3328,(+/- 594 )
Workers,Employment Status,Not in labor force,174688,(+/- 5383 )
Workers,Employment Status,Civilian labor force,391916,(+/- 5304 )
Workers,Employment Status,Unemployment Rate,6.9,(+/- 0.7 )
Workers,Commuting to Work,Workers 16 years and over,362204,(+/- 5623 )
Workers,Commuting to Work,"Car, truck, or van -- drove alone",119642,(+/- 5857 )
Workers,Commuting to Work,"Car, truck, or van -- carpooled",18358,(+/- 2671 )
Workers,Commuting to Work,Public transportation (excluding taxicab),130451,(+/- 5419 )
Workers,Commuting to Work,Walked,49514,(+/- 3476 )
Workers,Commuting to Work,Other means,22478,(+/- 2263 )
Workers,Commuting to Work,Worked at home,21761,(+/- 2600 )
Workers,Commuting to Work,Mean travel time to work (minutes),30.8,(+/- 0.6 )
Workers,Occupation,Civilian employed population 16 years and over,364797,(+/- 5549 )
Workers,Occupation,"Management, business, science, and arts occupations",223826,(+/- 5700 )
Workers,Occupation,Service occupations,57472,(+/- 3845 )
Workers,Occupation,Sales and office occupations,57309,(+/- 3407 )
Workers,Occupation,"Natural resources, construction, and maintenance occupations",11072,(+/- 2317 )
Workers,Occupation,"Production, transportation, and material moving occupations",15118,(+/- 2322 )
Workers,Industry,Civilian employed population 16 years and over,364797,(+/- 5549 )
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",528,(+/- 512 )
Workers,Industry,Construction,9659,(+/- 1955 )
Workers,Industry,Manufacturing,4429,(+/- 962 )
Workers,Industry,Wholesale trade,2026,(+/- 928 )
Workers,Industry,Retail trade,16955,(+/- 2239 )
Workers,Industry,"Transportation and warehousing, and utilities",13119,(+/- 2215 )
Workers,Industry,Information,12562,(+/- 1713 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",24139,(+/- 2687 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",83348,(+/- 4692 )
Workers,Industry,"Educational services, and health care and social assistance",67446,(+/- 4745 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",37492,(+/- 2881 )
Workers,Industry,"Other services, except public administration",34800,(+/- 2723 )
Workers,Industry,Public administration,58294,(+/- 4239 )
Workers,Class of Worker,Civilian employed population 16 years and over,364797,(+/- 5549 )
Workers,Class of Worker,Private wage and salary workers,259445,(+/- 6410 )
Workers,Class of Worker,Government workers,90734,(+/- 4706 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,14565,(+/- 1787 )
Workers,Class of Worker,Unpaid family workers,53,(+/- 87 )
Housing,Housing Occupancy,Total housing units,313703,(+/- 112 )
Housing,Housing Occupancy,Occupied housing units,281241,(+/- 3152 )
Housing,Housing Occupancy,Vacant housing units,32462,(+/- 3150 )
Housing,Housing Occupancy,Homeowner vacancy rate,1.5,(+/- 0.7 )
Housing,Housing Occupancy,Rental vacancy rate,6.9,(+/- 1.2 )
Housing,Housing Tenure,Occupied housing units,281241,(+/- 3152 )
Housing,Housing Tenure,Owner-occupied,110376,(+/- 3494 )
Housing,Housing Tenure,Renter-occupied,170865,(+/- 4218 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.41,(+/- 0.06 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.19,(+/- 0.04 )
Housing,Year Householder Moved into Unit,Occupied housing units,281241,(+/- 3152 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,66849,(+/- 3297 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,96868,(+/- 4678 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,62371,(+/- 3919 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,24559,(+/- 2099 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,11774,(+/- 1472 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,18820,(+/- 1685 )
Housing,Value,Owner-occupied units,110376,(+/- 3494 )
Housing,Value,"Less than $50,000",1227,(+/- 424 )
Housing,Value,"$50,000 to $99,999",1501,(+/- 665 )
Housing,Value,"$100,000 to $149,999",1526,(+/- 505 )
Housing,Value,"$150,000 to $199,999",2831,(+/- 598 )
Housing,Value,"$200,000 to $299,999",11991,(+/- 1523 )
Housing,Value,"$300,000 to $499,999",28130,(+/- 2155 )
Housing,Value,"$500,000 to $999,999",44083,(+/- 2293 )
Housing,Value,"$1,000,000 or more",19087,(+/- 1625 )
Housing,Value,Median (dollars),576100,(+/- 17732 )
Housing,Mortgage Status,Owner-occupied units,110376,(+/- 3494 )
Housing,Mortgage Status,Housing units with a mortgage,83523,(+/- 3368 )
Housing,Mortgage Status,Housing units without a mortgage,26853,(+/- 2382 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,83523,(+/- 3368 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,528,(+/- 256 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,3957,(+/- 739 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",12246,(+/- 1789 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",14613,(+/- 1398 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",12332,(+/- 1693 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",10751,(+/- 1210 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",29096,(+/- 2225 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),2422,(+/- 69 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,26853,(+/- 2382 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,2311,(+/- 597 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,4380,(+/- 981 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,6186,(+/- 1026 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,4549,(+/- 1018 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,2970,(+/- 862 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",6457,(+/- 1052 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),638,(+/- 54 )
Housing,Gross Rent,Occupied units paying rent,165747,(+/- 4429 )
Housing,Gross Rent,Less than $500,20554,(+/- 2103 )
Housing,Gross Rent,$500 to $999,28649,(+/- 2565 )
Housing,Gross Rent,"$1,000 to $1,499",43887,(+/- 3254 )
Housing,Gross Rent,"$1,500 to $1,999",30320,(+/- 2672 )
Housing,Gross Rent,"$2,000 to $2,499",19553,(+/- 2027 )
Housing,Gross Rent,"$2,500 to $2,999",10128,(+/- 1543 )
Housing,Gross Rent,"$3,000 or more",12656,(+/- 1476 )
Housing,Gross Rent,Median (dollars),1376,(+/- 32 )
Housing,Gross Rent,No rent paid,5118,(+/- 1212 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,281241,(+/- 3152 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",30145,(+/- 2839 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",14621,(+/- 1941 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",19392,(+/- 2186 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",18028,(+/- 2513 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",21506,(+/- 2411 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",36269,(+/- 2894 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",28086,(+/- 2230 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",44076,(+/- 2528 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",26539,(+/- 2543 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",42579,(+/- 2536 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),75506,(+/- 3416 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),114432,(+/- 4518 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,670985,(+/- 594 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,644639,(+/- 4232 )
Socioeconomic,Health Insurance Coverage,With private health insurance,459017,(+/- 8484 )
Socioeconomic,Health Insurance Coverage,With public coverage,248883,(+/- 8301 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,26346,(+/- 4201 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,120313,(+/- 582 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,3741,(+/- 1600 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,13.7,(+/- 1.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,21.1,(+/- 2.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,8.8,(+/- 3.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,2.5,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,2.0,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,0.3,(+/- 0.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",32.8,(+/- 3.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,42.1,(+/- 5.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,27.3,(+/- 10.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,18.6,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,25.8,(+/- 3.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,25.5,(+/- 3.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,18.9,(+/- 4.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,29.3,(+/- 4.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,17.0,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,13.4,(+/- 1.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,16.0,(+/- 2.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,22.7,(+/- 1.7 )
Education,School Enrollment,Population 3 years and over enrolled in school,168430,(+/- 4464 )
Education,School Enrollment,"Nursery school, preschool",14755,(+/- 1565 )
Education,School Enrollment,Kindergarten,7772,(+/- 1557 )
Education,School Enrollment,Elementary school (grades 1-8),47724,(+/- 2371 )
Education,School Enrollment,High school (grades 9-12),24084,(+/- 1953 )
Education,School Enrollment,College or graduate school,74095,(+/- 4159 )
Education,Educational Attainment,Population 25 years and over,480158,(+/- 376 )
Education,Educational Attainment,Less than 9th grade,17097,(+/- 2075 )
Education,Educational Attainment,"9th to 12th grade, no diploma",28646,(+/- 3132 )
Education,Educational Attainment,High school graduate (includes equivalency),85248,(+/- 4273 )
Education,Educational Attainment,"Some college, no degree",62206,(+/- 4605 )
Education,Educational Attainment,Associate's degree,14086,(+/- 1780 )
Education,Educational Attainment,Bachelor's degree,115097,(+/- 4458 )
Education,Educational Attainment,Graduate or professional degree,157778,(+/- 4429 )
Education,Educational Attainment,Percent high school graduate or higher,90.5,(+/- 0.8 )
Education,Educational Attainment,Percent bachelor's degree or higher,56.8,(+/- 1.1 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District (At Large) Estimate,District (At Large) Flag
Business,Paid employees for pay period including March 12,Total for all sectors,513002,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",a,D
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",6,J
Business,Paid employees for pay period including March 12,Utilities,2106,J
Business,Paid employees for pay period including March 12,Construction,9314,G
Business,Paid employees for pay period including March 12,Manufacturing,1013,G
Business,Paid employees for pay period including March 12,Wholesale trade,4455,G
Business,Paid employees for pay period including March 12,Retail trade,21999,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,3076,G
Business,Paid employees for pay period including March 12,Information,24055,G
Business,Paid employees for pay period including March 12,Finance and insurance,17156,H
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,11067,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",100443,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,14734,H
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,32087,G
Business,Paid employees for pay period including March 12,Educational services,53247,G
Business,Paid employees for pay period including March 12,Health care and social assistance,66439,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",7801,G
Business,Paid employees for pay period including March 12,Accommodation and food services,68875,G
Business,Paid employees for pay period including March 12,Other services (except public administration),75051,G
Business,Paid employees for pay period including March 12,Industries not classified,77,J
Business,"Annual payroll ($1,000)",Total for all sectors,38445917,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",D,D
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",566,J
Business,"Annual payroll ($1,000)",Utilities,279486,J
Business,"Annual payroll ($1,000)",Construction,639641,G
Business,"Annual payroll ($1,000)",Manufacturing,52509,G
Business,"Annual payroll ($1,000)",Wholesale trade,384261,G
Business,"Annual payroll ($1,000)",Retail trade,635359,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,220211,G
Business,"Annual payroll ($1,000)",Information,2642937,G
Business,"Annual payroll ($1,000)",Finance and insurance,3040944,H
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,767734,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",12460755,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,969356,H
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,1366074,G
Business,"Annual payroll ($1,000)",Educational services,2634025,G
Business,"Annual payroll ($1,000)",Health care and social assistance,3959232,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",568679,G
Business,"Annual payroll ($1,000)",Accommodation and food services,1910266,G
Business,"Annual payroll ($1,000)",Other services (except public administration),5912008,G
Business,"Annual payroll ($1,000)",Industries not classified,1846,G
Business,Total Establishments,Total for all sectors,22553,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",1,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",5,X
Business,Total Establishments,Utilities,49,X
Business,Total Establishments,Construction,459,X
Business,Total Establishments,Manufacturing,101,X
Business,Total Establishments,Wholesale trade,419,X
Business,Total Establishments,Retail trade,1751,X
Business,Total Establishments,Transportation and warehousing,164,X
Business,Total Establishments,Information,749,X
Business,Total Establishments,Finance and insurance,974,X
Business,Total Establishments,Real estate and rental and leasing,1242,X
Business,Total Establishments,"Professional, scientific, and technical services",5532,X
Business,Total Establishments,Management of companies and enterprises,212,X
Business,Total Establishments,Administrative and support and waste management and remediation services,1114,X
Business,Total Establishments,Educational services,580,X
Business,Total Establishments,Health care and social assistance,2106,X
Business,Total Establishments,"Arts, entertainment, and recreation",342,X
Business,Total Establishments,Accommodation and food services,2504,X
Business,Total Establishments,Other services (except public administration),4153,X
Business,Total Establishments,Industries not classified,96,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
