Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE
People,Sex and Age,65 to 74 years,85750,(+/- 3388 ),85310,(+/- 2916 ),54163,(+/- 2947 ),121571,(+/- 3508 ),71128,(+/- 3835 ),83534,(+/- 4790 ),40122,(+/- 2928 ),91704,(+/- 4953 ),51094,(+/- 3358 )
People,Sex and Age,75 to 84 years,38300,(+/- 2644 ),47960,(+/- 2524 ),27186,(+/- 2350 ),65950,(+/- 2763 ),40652,(+/- 2895 ),39214,(+/- 3123 ),16168,(+/- 2071 ),55611,(+/- 3310 ),26287,(+/- 2441 )
People,Sex and Age,85 years and over,12052,(+/- 1628 ),18049,(+/- 2117 ),7496,(+/- 1348 ),20069,(+/- 2211 ),14415,(+/- 1757 ),16387,(+/- 2114 ),5540,(+/- 1191 ),22532,(+/- 2405 ),11582,(+/- 1806 )
People,Sex and Age,Median age (years),37.5,(+/- 0.6 ),40.8,(+/- 0.9 ),32.7,(+/- 0.8 ),47.9,(+/- 0.8 ),37.5,(+/- 0.9 ),42.3,(+/- 1.0 ),29.7,(+/- 0.5 ),42.6,(+/- 0.9 ),33.5,(+/- 0.7 )
People,Sex and Age,18 years and over,579599,(+/- 8118 ),575712,(+/- 8089 ),553150,(+/- 11778 ),611456,(+/- 9328 ),578992,(+/- 11427 ),607829,(+/- 12806 ),567263,(+/- 14294 ),606586,(+/- 10400 ),619062,(+/- 13071 )
People,Sex and Age,65 years and over,136102,(+/- 4401 ),151319,(+/- 3557 ),88845,(+/- 4142 ),207590,(+/- 3923 ),126195,(+/- 4530 ),139135,(+/- 5689 ),61830,(+/- 3383 ),169847,(+/- 5366 ),88963,(+/- 4696 )
People,Race,Total population,766924,(+/- 10818 ),722770,(+/- 11620 ),752284,(+/- 17180 ),753807,(+/- 12768 ),785110,(+/- 12782 ),764776,(+/- 16691 ),818387,(+/- 22796 ),782511,(+/- 12157 ),784502,(+/- 19251 )
People,Race,One race,737605,(+/- 10778 ),690633,(+/- 11754 ),723859,(+/- 17483 ),736152,(+/- 12767 ),760307,(+/- 13555 ),742014,(+/- 16712 ),789033,(+/- 23035 ),753991,(+/- 12659 ),747797,(+/- 20164 )
People,Race,White,501533,(+/- 10686 ),589720,(+/- 11131 ),483361,(+/- 16228 ),661739,(+/- 11663 ),664846,(+/- 14635 ),647628,(+/- 16634 ),469488,(+/- 18587 ),659281,(+/- 12596 ),577348,(+/- 17578 )
People,Race,Black or African American,17994,(+/- 2846 ),29259,(+/- 3375 ),33567,(+/- 4996 ),12380,(+/- 2824 ),27576,(+/- 4924 ),16806,(+/- 3794 ),80721,(+/- 6800 ),30356,(+/- 4888 ),51015,(+/- 6446 )
People,Race,American Indian and Alaska Native,176452,(+/- 4089 ),11581,(+/- 2819 ),31479,(+/- 3913 ),14651,(+/- 2919 ),6887,(+/- 2223 ),13367,(+/- 2814 ),19932,(+/- 4606 ),4444,(+/- 1510 ),27454,(+/- 4888 )
People,Race,Asian,11702,(+/- 2014 ),22374,(+/- 2173 ),12629,(+/- 2749 ),11496,(+/- 1433 ),34889,(+/- 4925 ),37208,(+/- 4275 ),21977,(+/- 4164 ),30189,(+/- 4223 ),37974,(+/- 4503 )
People,Race,Native Hawaiian and Other Pacific Islander,1495,(+/- 749 ),1331,(+/- 619 ),833,(+/- 533 ),1229,(+/- 621 ),2515,(+/- 1271 ),661,(+/- 393 ),1763,(+/- 1386 ),1477,(+/- 708 ),2836,(+/- 1665 )
People,Race,Some other race,28429,(+/- 4276 ),36368,(+/- 6221 ),161990,(+/- 11135 ),34657,(+/- 6417 ),23594,(+/- 4534 ),26344,(+/- 5192 ),195152,(+/- 15882 ),28244,(+/- 6851 ),51170,(+/- 8712 )
People,Race,Two or more races,29319,(+/- 3384 ),32137,(+/- 4306 ),28425,(+/- 5641 ),17655,(+/- 2809 ),24803,(+/- 3950 ),22762,(+/- 3331 ),29354,(+/- 4727 ),28520,(+/- 4307 ),36705,(+/- 6301 )
People,Hispanic or Latino and Race,Total population,766924,(+/- 10818 ),722770,(+/- 11620 ),752284,(+/- 17180 ),753807,(+/- 12768 ),785110,(+/- 12782 ),764776,(+/- 16691 ),818387,(+/- 22796 ),782511,(+/- 12157 ),784502,(+/- 19251 )
People,Hispanic or Latino and Race,Hispanic or Latino (of any race),167329,(+/- 7791 ),203864,(+/- 8934 ),470070,(+/- 14835 ),145119,(+/- 9823 ),142569,(+/- 11399 ),128302,(+/- 11059 ),524111,(+/- 21028 ),149949,(+/- 11312 ),213462,(+/- 13390 )
People,Hispanic or Latino and Race,Mexican,149158,(+/- 7704 ),178127,(+/- 9146 ),442432,(+/- 14745 ),130487,(+/- 9982 ),117756,(+/- 10938 ),104812,(+/- 10287 ),485108,(+/- 21134 ),128080,(+/- 11790 ),181730,(+/- 12552 )
People,Hispanic or Latino and Race,Puerto Rican,1353,(+/- 780 ),8106,(+/- 2474 ),4853,(+/- 2328 ),3327,(+/- 1442 ),5830,(+/- 2070 ),5938,(+/- 2152 ),3676,(+/- 1407 ),5000,(+/- 1697 ),6167,(+/- 1961 )
People,Hispanic or Latino and Race,Cuban,864,(+/- 635 ),732,(+/- 548 ),1471,(+/- 872 ),727,(+/- 487 ),1424,(+/- 1492 ),2656,(+/- 1892 ),2393,(+/- 1121 ),2940,(+/- 2037 ),1322,(+/- 989 )
People,Hispanic or Latino and Race,Other Hispanic or Latino,15954,(+/- 2886 ),16899,(+/- 3517 ),21314,(+/- 3920 ),10578,(+/- 2764 ),17559,(+/- 3322 ),14896,(+/- 3272 ),32934,(+/- 6719 ),13929,(+/- 2688 ),24243,(+/- 5123 )
People,Hispanic or Latino and Race,Not Hispanic or Latino,599595,(+/- 9343 ),518906,(+/- 7402 ),282214,(+/- 12092 ),608688,(+/- 9585 ),642541,(+/- 12891 ),636474,(+/- 14304 ),294276,(+/- 12853 ),632562,(+/- 12674 ),571040,(+/- 13148 )
People,Place of Birth,Total population,766924,(+/- 10818 ),722770,(+/- 11620 ),752284,(+/- 17180 ),753807,(+/- 12768 ),785110,(+/- 12782 ),764776,(+/- 16691 ),818387,(+/- 22796 ),782511,(+/- 12157 ),784502,(+/- 19251 )
People,Place of Birth,Native,723597,(+/- 11194 ),637948,(+/- 11474 ),589078,(+/- 14818 ),700695,(+/- 13951 ),704932,(+/- 13202 ),654390,(+/- 14125 ),608896,(+/- 17221 ),707112,(+/- 11997 ),669540,(+/- 17411 )
People,Place of Birth,Born in United States,716307,(+/- 11484 ),620531,(+/- 12087 ),580416,(+/- 14678 ),694014,(+/- 14200 ),692958,(+/- 13024 ),645806,(+/- 14253 ),596870,(+/- 17090 ),695362,(+/- 11642 ),657981,(+/- 17748 )
People,Place of Birth,State of residence,412379,(+/- 10274 ),257222,(+/- 9668 ),362001,(+/- 12480 ),223230,(+/- 11625 ),278977,(+/- 10391 ),237000,(+/- 12148 ),389768,(+/- 14222 ),266018,(+/- 11248 ),308220,(+/- 13971 )
People,Place of Birth,Different state,303928,(+/- 9278 ),363309,(+/- 8596 ),218415,(+/- 8162 ),470784,(+/- 9393 ),413981,(+/- 10805 ),408806,(+/- 10006 ),207102,(+/- 9551 ),429344,(+/- 9619 ),349761,(+/- 10343 )
People,Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",7290,(+/- 2226 ),17417,(+/- 2590 ),8662,(+/- 1712 ),6681,(+/- 1656 ),11974,(+/- 2338 ),8584,(+/- 1448 ),12026,(+/- 2357 ),11750,(+/- 2303 ),11559,(+/- 1793 )
People,Place of Birth,Foreign born,43327,(+/- 3813 ),84822,(+/- 6242 ),163206,(+/- 7170 ),53112,(+/- 5725 ),80178,(+/- 5936 ),110386,(+/- 8045 ),209491,(+/- 11619 ),75399,(+/- 6832 ),114962,(+/- 7203 )
People,Ancestry,Total population,766924,(+/- 10818 ),722770,(+/- 11620 ),752284,(+/- 17180 ),753807,(+/- 12768 ),785110,(+/- 12782 ),764776,(+/- 16691 ),818387,(+/- 22796 ),782511,(+/- 12157 ),784502,(+/- 19251 )
People,Ancestry,American,30315,(+/- 4434 ),21332,(+/- 3130 ),20121,(+/- 3492 ),36488,(+/- 4724 ),28511,(+/- 4026 ),30991,(+/- 3656 ),14593,(+/- 3025 ),53877,(+/- 7772 ),23064,(+/- 3431 )
People,Ancestry,Arab,863,(+/- 632 ),5350,(+/- 1970 ),3107,(+/- 1570 ),733,(+/- 371 ),4285,(+/- 2088 ),12045,(+/- 3877 ),4850,(+/- 2514 ),7092,(+/- 3973 ),8435,(+/- 2839 )
People,Ancestry,Czech,4004,(+/- 1182 ),4418,(+/- 1099 ),1577,(+/- 662 ),2756,(+/- 809 ),3024,(+/- 1154 ),4174,(+/- 1053 ),1099,(+/- 597 ),4219,(+/- 1242 ),3464,(+/- 1078 )
People,Ancestry,Danish,5916,(+/- 1389 ),5239,(+/- 1471 ),1499,(+/- 524 ),5104,(+/- 1537 ),7193,(+/- 1580 ),5809,(+/- 1652 ),1482,(+/- 680 ),3431,(+/- 784 ),5806,(+/- 1344 )
People,Ancestry,Dutch,6573,(+/- 1397 ),10858,(+/- 2210 ),5293,(+/- 1670 ),14510,(+/- 2305 ),8924,(+/- 1355 ),14221,(+/- 2938 ),5324,(+/- 1809 ),10662,(+/- 2681 ),8949,(+/- 2402 )
People,Ancestry,English,63124,(+/- 6155 ),71866,(+/- 4755 ),30155,(+/- 3735 ),85348,(+/- 6705 ),82157,(+/- 5569 ),69147,(+/- 4455 ),16647,(+/- 2751 ),72879,(+/- 6018 ),62474,(+/- 5140 )
People,Ancestry,French (except Basque),15812,(+/- 2496 ),18989,(+/- 2282 ),10983,(+/- 3745 ),20090,(+/- 2255 ),15979,(+/- 2345 ),19077,(+/- 2331 ),8020,(+/- 2326 ),24115,(+/- 3270 ),14895,(+/- 2185 )
People,Ancestry,French Canadian,2471,(+/- 858 ),5126,(+/- 1207 ),2293,(+/- 881 ),5600,(+/- 1654 ),3684,(+/- 988 ),4068,(+/- 1162 ),1075,(+/- 620 ),4306,(+/- 1139 ),3415,(+/- 1021 )
People,Ancestry,German,91032,(+/- 5721 ),110745,(+/- 6815 ),48373,(+/- 4161 ),126647,(+/- 8459 ),111938,(+/- 7642 ),135492,(+/- 9423 ),39520,(+/- 3270 ),144634,(+/- 8741 ),95248,(+/- 6391 )
People,Ancestry,Greek,2487,(+/- 2081 ),2775,(+/- 1068 ),1044,(+/- 545 ),3250,(+/- 1835 ),3051,(+/- 1809 ),3896,(+/- 1235 ),1744,(+/- 893 ),1840,(+/- 656 ),2532,(+/- 812 )
People,Ancestry,Hungarian,2686,(+/- 1124 ),2876,(+/- 960 ),1011,(+/- 627 ),2062,(+/- 678 ),3796,(+/- 1291 ),4019,(+/- 1024 ),1187,(+/- 431 ),3892,(+/- 990 ),2896,(+/- 1382 )
People,Ancestry,Irish,63475,(+/- 5106 ),78108,(+/- 5537 ),39480,(+/- 4978 ),78519,(+/- 6031 ),71363,(+/- 5473 ),88062,(+/- 7637 ),28903,(+/- 3972 ),87133,(+/- 6645 ),74149,(+/- 6466 )
People,Ancestry,Italian,23029,(+/- 2696 ),32093,(+/- 3850 ),16827,(+/- 3508 ),33436,(+/- 4829 ),33805,(+/- 3794 ),51896,(+/- 4152 ),13924,(+/- 2717 ),48636,(+/- 4383 ),35359,(+/- 4167 )
People,Ancestry,Lithuanian,195,(+/- 147 ),1551,(+/- 575 ),300,(+/- 267 ),1474,(+/- 739 ),1176,(+/- 519 ),1892,(+/- 709 ),303,(+/- 279 ),1226,(+/- 536 ),1406,(+/- 524 )
People,Ancestry,Norwegian,10395,(+/- 2152 ),11435,(+/- 1631 ),5096,(+/- 1070 ),18176,(+/- 2693 ),14959,(+/- 2068 ),17300,(+/- 3065 ),3118,(+/- 899 ),18746,(+/- 2911 ),12349,(+/- 2281 )
People,Ancestry,Polish,12024,(+/- 1993 ),17488,(+/- 2196 ),6286,(+/- 1633 ),16548,(+/- 2957 ),19384,(+/- 2258 ),28175,(+/- 4354 ),6271,(+/- 1332 ),24507,(+/- 3798 ),20328,(+/- 3085 )
People,Ancestry,Portuguese,1003,(+/- 453 ),2109,(+/- 1086 ),2026,(+/- 1227 ),1729,(+/- 767 ),1797,(+/- 933 ),2691,(+/- 1174 ),1071,(+/- 544 ),2836,(+/- 937 ),907,(+/- 393 )
People,Ancestry,Russian,5682,(+/- 1451 ),6244,(+/- 1802 ),2770,(+/- 1025 ),4507,(+/- 1429 ),5669,(+/- 1477 ),12695,(+/- 2361 ),2021,(+/- 663 ),6440,(+/- 1474 ),7973,(+/- 2259 )
People,Ancestry,Scotch-Irish,6971,(+/- 1513 ),8492,(+/- 1504 ),2878,(+/- 898 ),8948,(+/- 1794 ),6596,(+/- 1079 ),8306,(+/- 1883 ),1570,(+/- 529 ),6812,(+/- 1321 ),5691,(+/- 1323 )
People,Ancestry,Scottish,14116,(+/- 2356 ),17262,(+/- 2506 ),7470,(+/- 1630 ),19758,(+/- 2635 ),18268,(+/- 2226 ),18264,(+/- 2339 ),3685,(+/- 1048 ),15931,(+/- 2460 ),13439,(+/- 1987 )
People,Ancestry,Slovak,823,(+/- 479 ),1524,(+/- 692 ),353,(+/- 256 ),1118,(+/- 530 ),853,(+/- 398 ),1371,(+/- 597 ),217,(+/- 160 ),1329,(+/- 586 ),1558,(+/- 784 )
People,Ancestry,Subsaharan African,1472,(+/- 893 ),3713,(+/- 1413 ),3099,(+/- 1229 ),1161,(+/- 672 ),3635,(+/- 1628 ),2065,(+/- 960 ),13334,(+/- 4173 ),2657,(+/- 1368 ),8109,(+/- 3543 )
People,Ancestry,Swedish,10404,(+/- 2004 ),10709,(+/- 2020 ),4640,(+/- 1133 ),15400,(+/- 2871 ),12432,(+/- 1905 ),14248,(+/- 2427 ),3823,(+/- 1470 ),13631,(+/- 1978 ),9987,(+/- 1511 )
People,Ancestry,Swiss,2584,(+/- 886 ),2552,(+/- 1028 ),992,(+/- 632 ),2642,(+/- 862 ),1410,(+/- 584 ),3075,(+/- 1069 ),740,(+/- 489 ),1998,(+/- 585 ),1603,(+/- 705 )
People,Ancestry,Ukrainian,816,(+/- 349 ),1824,(+/- 634 ),616,(+/- 407 ),2310,(+/- 961 ),1916,(+/- 837 ),4474,(+/- 1431 ),486,(+/- 319 ),1535,(+/- 914 ),2047,(+/- 916 )
People,Ancestry,Welsh,5363,(+/- 1581 ),9547,(+/- 2082 ),1713,(+/- 753 ),6079,(+/- 1455 ),6043,(+/- 1734 ),5715,(+/- 1553 ),1949,(+/- 795 ),4361,(+/- 1195 ),6396,(+/- 1610 )
People,Ancestry,West Indian (excluding Hispanic origin groups),821,(+/- 786 ),1771,(+/- 873 ),1566,(+/- 962 ),401,(+/- 252 ),1090,(+/- 746 ),1461,(+/- 1281 ),1024,(+/- 545 ),1089,(+/- 775 ),1801,(+/- 1089 )
People,Veteran Status,Civilian population 18 years and over,579133,(+/- 8114 ),568746,(+/- 8043 ),550823,(+/- 11664 ),608755,(+/- 9364 ),578606,(+/- 11431 ),607694,(+/- 12826 ),566206,(+/- 14332 ),604599,(+/- 10412 ),618294,(+/- 12975 )
People,Veteran Status,Civilian veterans,56941,(+/- 3358 ),73222,(+/- 3798 ),37920,(+/- 2917 ),84016,(+/- 3750 ),52313,(+/- 3829 ),46177,(+/- 3172 ),25910,(+/- 2772 ),70037,(+/- 3617 ),38558,(+/- 3136 )
People,Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,748916,(+/- 11080 ),700366,(+/- 11517 ),735019,(+/- 16997 ),729077,(+/- 12249 ),783443,(+/- 12786 ),762465,(+/- 16814 ),811489,(+/- 23100 ),772302,(+/- 12117 ),781568,(+/- 19265 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,117719,(+/- 5501 ),110935,(+/- 5048 ),93523,(+/- 5540 ),129907,(+/- 5265 ),79549,(+/- 4414 ),86109,(+/- 5428 ),91418,(+/- 5192 ),106608,(+/- 6176 ),81151,(+/- 4467 )
People,Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,187160,(+/- 6626 ),146456,(+/- 5699 ),198898,(+/- 8153 ),142136,(+/- 6531 ),206029,(+/- 7821 ),156546,(+/- 8547 ),250892,(+/- 11809 ),175766,(+/- 7610 ),165157,(+/- 9831 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,8909,(+/- 1626 ),7528,(+/- 1536 ),7729,(+/- 1730 ),4703,(+/- 1025 ),8468,(+/- 1376 ),6513,(+/- 1567 ),10806,(+/- 1919 ),5533,(+/- 1082 ),7289,(+/- 1606 )
People,Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,426301,(+/- 7273 ),404535,(+/- 8107 ),448131,(+/- 11158 ),380457,(+/- 8427 ),451986,(+/- 10473 ),468086,(+/- 12053 ),499348,(+/- 14657 ),428583,(+/- 9335 ),528738,(+/- 12866 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,58240,(+/- 3963 ),52727,(+/- 4396 ),50592,(+/- 4693 ),54977,(+/- 3627 ),34403,(+/- 3081 ),39947,(+/- 3986 ),57362,(+/- 4221 ),42483,(+/- 4076 ),41356,(+/- 3478 )
People,Disability Status of the Civilian Noninstitutionalized Population,65 years and over,135455,(+/- 4390 ),149375,(+/- 3561 ),87990,(+/- 4069 ),206484,(+/- 3960 ),125428,(+/- 4565 ),137833,(+/- 5657 ),61249,(+/- 3323 ),167953,(+/- 5388 ),87673,(+/- 4707 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,50570,(+/- 2912 ),50680,(+/- 2607 ),35202,(+/- 2883 ),70227,(+/- 3368 ),36678,(+/- 2337 ),39649,(+/- 2947 ),23250,(+/- 2106 ),58592,(+/- 4186 ),32506,(+/- 2445 )
People,Residence 1 Year Ago,Population 1 year and over,759879,(+/- 10687 ),713558,(+/- 11185 ),741224,(+/- 16808 ),746791,(+/- 12305 ),776149,(+/- 12742 ),757644,(+/- 16403 ),803810,(+/- 22703 ),776565,(+/- 12129 ),776216,(+/- 18802 )
People,Residence 1 Year Ago,Same house,625368,(+/- 12252 ),567695,(+/- 12188 ),605226,(+/- 15509 ),593660,(+/- 11279 ),623032,(+/- 14798 ),630144,(+/- 15811 ),666412,(+/- 19894 ),664375,(+/- 13395 ),610841,(+/- 19644 )
People,Residence 1 Year Ago,Different house in the U.S.,130636,(+/- 9133 ),138179,(+/- 9603 ),128244,(+/- 10036 ),146165,(+/- 12298 ),147852,(+/- 10462 ),120630,(+/- 7943 ),133014,(+/- 9814 ),107956,(+/- 8673 ),158658,(+/- 9706 )
People,Residence 1 Year Ago,Same county,69038,(+/- 7360 ),90789,(+/- 9110 ),95712,(+/- 8641 ),67762,(+/- 9970 ),99120,(+/- 8582 ),84946,(+/- 7271 ),112770,(+/- 9001 ),73821,(+/- 6908 ),117756,(+/- 8865 )
People,Residence 1 Year Ago,Different county,61598,(+/- 5523 ),47390,(+/- 4286 ),32532,(+/- 4632 ),78403,(+/- 6677 ),48732,(+/- 5948 ),35684,(+/- 4373 ),20244,(+/- 3385 ),34135,(+/- 4359 ),40902,(+/- 5989 )
People,Residence 1 Year Ago,Same state,33450,(+/- 4247 ),15985,(+/- 3048 ),11176,(+/- 2094 ),31407,(+/- 4961 ),12068,(+/- 4449 ),3800,(+/- 1300 ),3384,(+/- 1124 ),4973,(+/- 1692 ),10120,(+/- 2762 )
People,Residence 1 Year Ago,Different state,28148,(+/- 4250 ),31405,(+/- 3918 ),21356,(+/- 3930 ),46996,(+/- 5768 ),36664,(+/- 5198 ),31884,(+/- 4379 ),16860,(+/- 3162 ),29162,(+/- 4104 ),30782,(+/- 5022 )
People,Residence 1 Year Ago,Abroad,3875,(+/- 1270 ),7684,(+/- 2424 ),7754,(+/- 2624 ),6966,(+/- 2776 ),5265,(+/- 2155 ),6870,(+/- 1831 ),4384,(+/- 1227 ),4234,(+/- 1382 ),6717,(+/- 1926 )
Workers,Employment Status,Population 16 years and over,602366,(+/- 8120 ),591420,(+/- 8250 ),576185,(+/- 12516 ),628305,(+/- 9604 ),601376,(+/- 11410 ),625515,(+/- 13104 ),594533,(+/- 15045 ),627348,(+/- 10361 ),636442,(+/- 13578 )
Workers,Employment Status,In labor force,306819,(+/- 7666 ),337417,(+/- 7687 ),351468,(+/- 10148 ),293829,(+/- 9621 ),381840,(+/- 9587 ),400402,(+/- 10549 ),383304,(+/- 13346 ),355844,(+/- 8803 ),448502,(+/- 12189 )
Workers,Employment Status,Civilian labor force,306353,(+/- 7644 ),330451,(+/- 7688 ),349141,(+/- 10064 ),291128,(+/- 9711 ),381454,(+/- 9610 ),400267,(+/- 10550 ),382247,(+/- 13350 ),353857,(+/- 8775 ),447734,(+/- 12065 )
Workers,Employment Status,Employed,278890,(+/- 6868 ),308498,(+/- 7663 ),315887,(+/- 9555 ),270423,(+/- 10035 ),362260,(+/- 9470 ),380137,(+/- 10166 ),357775,(+/- 12972 ),334905,(+/- 9026 ),423006,(+/- 12210 )
Workers,Employment Status,Unemployed,27463,(+/- 2925 ),21953,(+/- 2720 ),33254,(+/- 3582 ),20705,(+/- 3035 ),19194,(+/- 2653 ),20130,(+/- 2741 ),24472,(+/- 2540 ),18952,(+/- 2553 ),24728,(+/- 2767 )
Workers,Employment Status,Armed Forces,466,(+/- 386 ),6966,(+/- 1104 ),2327,(+/- 775 ),2701,(+/- 722 ),386,(+/- 276 ),135,(+/- 159 ),1057,(+/- 552 ),1987,(+/- 701 ),768,(+/- 628 )
Workers,Employment Status,Not in labor force,295547,(+/- 6849 ),254003,(+/- 6686 ),224717,(+/- 7931 ),334476,(+/- 8128 ),219536,(+/- 6112 ),225113,(+/- 8624 ),211229,(+/- 7527 ),271504,(+/- 7404 ),187940,(+/- 7722 )
Workers,Employment Status,Civilian labor force,306353,(+/- 7644 ),330451,(+/- 7688 ),349141,(+/- 10064 ),291128,(+/- 9711 ),381454,(+/- 9610 ),400267,(+/- 10550 ),382247,(+/- 13350 ),353857,(+/- 8775 ),447734,(+/- 12065 )
Workers,Employment Status,Unemployment Rate,9.0,(+/- 0.9 ),6.6,(+/- 0.8 ),9.5,(+/- 1.0 ),7.1,(+/- 1.1 ),5.0,(+/- 0.7 ),5.0,(+/- 0.7 ),6.4,(+/- 0.6 ),5.4,(+/- 0.7 ),5.5,(+/- 0.6 )
Workers,Commuting to Work,Workers 16 years and over,271729,(+/- 6773 ),309407,(+/- 7446 ),311103,(+/- 9264 ),268717,(+/- 9905 ),357466,(+/- 9688 ),374672,(+/- 10225 ),351958,(+/- 12959 ),330326,(+/- 9247 ),417565,(+/- 12333 )
Workers,Commuting to Work,"Car, truck, or van -- drove alone",203406,(+/- 6470 ),244666,(+/- 7305 ),235418,(+/- 8402 ),211584,(+/- 9958 ),280394,(+/- 8126 ),284865,(+/- 10009 ),245984,(+/- 9747 ),262855,(+/- 8730 ),320343,(+/- 11400 )
Workers,Commuting to Work,"Car, truck, or van -- carpooled",30498,(+/- 3493 ),25124,(+/- 3009 ),42911,(+/- 4081 ),31020,(+/- 3524 ),34536,(+/- 3371 ),35938,(+/- 3753 ),63628,(+/- 5709 ),28855,(+/- 3359 ),36135,(+/- 3968 )
Workers,Commuting to Work,Public transportation (excluding taxicab),2569,(+/- 747 ),8316,(+/- 1549 ),5711,(+/- 1592 ),1183,(+/- 553 ),2511,(+/- 774 ),5898,(+/- 1731 ),14037,(+/- 1726 ),1666,(+/- 659 ),13481,(+/- 2317 )
Workers,Commuting to Work,Walked,10931,(+/- 1499 ),6096,(+/- 1050 ),5043,(+/- 1256 ),5556,(+/- 1356 ),3339,(+/- 1053 ),5468,(+/- 1265 ),6376,(+/- 1492 ),1855,(+/- 646 ),10159,(+/- 2013 )
