Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE
Workers,Employment Status,Employed,334996,(+/- 5537 ),345220,(+/- 5414 ),399213,(+/- 4798 ),346705,(+/- 4282 )
Workers,Employment Status,Unemployed,16336,(+/- 2064 ),15543,(+/- 2144 ),17127,(+/- 2608 ),17997,(+/- 2807 )
Workers,Employment Status,Armed Forces,10848,(+/- 1180 ),2591,(+/- 874 ),192,(+/- 150 ),1377,(+/- 401 )
Workers,Employment Status,Not in labor force,192489,(+/- 5286 ),209715,(+/- 4645 ),170158,(+/- 4949 ),192831,(+/- 4143 )
Workers,Employment Status,Civilian labor force,351332,(+/- 5152 ),360763,(+/- 4775 ),416340,(+/- 4840 ),364702,(+/- 4017 )
Workers,Employment Status,Unemployment Rate,4.6,(+/- 0.6 ),4.3,(+/- 0.6 ),4.1,(+/- 0.6 ),4.9,(+/- 0.8 )
Workers,Commuting to Work,Workers 16 years and over,340746,(+/- 5415 ),343220,(+/- 5373 ),393876,(+/- 4719 ),343601,(+/- 4261 )
Workers,Commuting to Work,"Car, truck, or van -- drove alone",272602,(+/- 5764 ),279183,(+/- 6044 ),329965,(+/- 5646 ),286850,(+/- 5626 )
Workers,Commuting to Work,"Car, truck, or van -- carpooled",31497,(+/- 3048 ),32765,(+/- 3239 ),29967,(+/- 3337 ),31664,(+/- 3258 )
Workers,Commuting to Work,Public transportation (excluding taxicab),1387,(+/- 721 ),3013,(+/- 941 ),1546,(+/- 460 ),1392,(+/- 736 )
Workers,Commuting to Work,Walked,13361,(+/- 1579 ),10635,(+/- 1507 ),4699,(+/- 945 ),6346,(+/- 1220 )
Workers,Commuting to Work,Other means,6533,(+/- 1515 ),5459,(+/- 1187 ),3673,(+/- 1015 ),5268,(+/- 1144 )
Workers,Commuting to Work,Worked at home,15366,(+/- 2201 ),12165,(+/- 1669 ),24026,(+/- 2198 ),12081,(+/- 1884 )
Workers,Commuting to Work,Mean travel time to work (minutes),15.6,(+/- 0.5 ),20.4,(+/- 0.5 ),21.3,(+/- 0.4 ),20.0,(+/- 0.6 )
Workers,Occupation,Civilian employed population 16 years and over,334996,(+/- 5537 ),345220,(+/- 5414 ),399213,(+/- 4798 ),346705,(+/- 4282 )
Workers,Occupation,"Management, business, science, and arts occupations",107782,(+/- 4456 ),124793,(+/- 4330 ),185919,(+/- 5345 ),124228,(+/- 4379 )
Workers,Occupation,Service occupations,61059,(+/- 3394 ),62496,(+/- 3504 ),56941,(+/- 3469 ),60138,(+/- 3519 )
Workers,Occupation,Sales and office occupations,72075,(+/- 3488 ),73982,(+/- 3725 ),90471,(+/- 4359 ),80666,(+/- 3958 )
Workers,Occupation,"Natural resources, construction, and maintenance occupations",40592,(+/- 2583 ),31850,(+/- 2520 ),27577,(+/- 2648 ),32909,(+/- 2417 )
Workers,Occupation,"Production, transportation, and material moving occupations",53488,(+/- 3534 ),52099,(+/- 3786 ),38305,(+/- 3423 ),48764,(+/- 3326 )
Workers,Industry,Civilian employed population 16 years and over,334996,(+/- 5537 ),345220,(+/- 5414 ),399213,(+/- 4798 ),346705,(+/- 4282 )
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",24989,(+/- 2131 ),8554,(+/- 1146 ),1815,(+/- 559 ),6177,(+/- 908 )
Workers,Industry,Construction,22986,(+/- 2621 ),21440,(+/- 2298 ),22307,(+/- 2416 ),20061,(+/- 2203 )
Workers,Industry,Manufacturing,44839,(+/- 3347 ),42489,(+/- 3056 ),34945,(+/- 3054 ),58965,(+/- 3950 )
Workers,Industry,Wholesale trade,9219,(+/- 1248 ),7199,(+/- 1307 ),13358,(+/- 1585 ),10839,(+/- 1890 )
Workers,Industry,Retail trade,35771,(+/- 2925 ),38306,(+/- 3306 ),42399,(+/- 3532 ),35783,(+/- 2985 )
Workers,Industry,"Transportation and warehousing, and utilities",14396,(+/- 1950 ),19707,(+/- 2594 ),19195,(+/- 2015 ),15324,(+/- 1835 )
Workers,Industry,Information,4973,(+/- 1078 ),7259,(+/- 1476 ),11061,(+/- 1531 ),5682,(+/- 1192 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",13493,(+/- 1381 ),17533,(+/- 2012 ),34278,(+/- 3248 ),16635,(+/- 1716 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",20279,(+/- 2150 ),24318,(+/- 2037 ),64769,(+/- 3647 ),32759,(+/- 2617 )
Workers,Industry,"Educational services, and health care and social assistance",85685,(+/- 3949 ),92608,(+/- 3690 ),87724,(+/- 3516 ),82200,(+/- 4148 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",27391,(+/- 2693 ),28094,(+/- 2698 ),34303,(+/- 4352 ),32730,(+/- 2914 )
Workers,Industry,"Other services, except public administration",15564,(+/- 1499 ),15138,(+/- 1940 ),20730,(+/- 2221 ),17434,(+/- 2198 )
Workers,Industry,Public administration,15411,(+/- 1796 ),22575,(+/- 2500 ),12329,(+/- 1502 ),12116,(+/- 1636 )
Workers,Class of Worker,Civilian employed population 16 years and over,334996,(+/- 5537 ),345220,(+/- 5414 ),399213,(+/- 4798 ),346705,(+/- 4282 )
Workers,Class of Worker,Private wage and salary workers,246184,(+/- 5945 ),258333,(+/- 5958 ),334798,(+/- 5893 ),278776,(+/- 5017 )
Workers,Class of Worker,Government workers,63562,(+/- 3719 ),65097,(+/- 3925 ),42874,(+/- 3028 ),48294,(+/- 3182 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,24303,(+/- 2098 ),21132,(+/- 2316 ),21244,(+/- 2428 ),19110,(+/- 2534 )
Workers,Class of Worker,Unpaid family workers,947,(+/- 350 ),658,(+/- 262 ),297,(+/- 215 ),525,(+/- 288 )
Housing,Housing Occupancy,Total housing units,319287,(+/- 1146 ),317557,(+/- 1302 ),310534,(+/- 814 ),312492,(+/- 1183 )
Housing,Housing Occupancy,Occupied housing units,269153,(+/- 3469 ),277244,(+/- 3660 ),288299,(+/- 2355 ),275711,(+/- 2994 )
Housing,Housing Occupancy,Vacant housing units,50134,(+/- 3302 ),40313,(+/- 3492 ),22235,(+/- 2401 ),36781,(+/- 3071 )
Housing,Housing Occupancy,Homeowner vacancy rate,2.2,(+/- 0.5 ),2.2,(+/- 0.6 ),1.4,(+/- 0.5 ),2.0,(+/- 0.6 )
Housing,Housing Occupancy,Rental vacancy rate,10.7,(+/- 1.8 ),8.6,(+/- 1.4 ),5.0,(+/- 1.4 ),8.9,(+/- 1.5 )
Housing,Housing Tenure,Occupied housing units,269153,(+/- 3469 ),277244,(+/- 3660 ),288299,(+/- 2355 ),275711,(+/- 2994 )
Housing,Housing Tenure,Owner-occupied,175243,(+/- 3694 ),182401,(+/- 4031 ),189842,(+/- 3921 ),181906,(+/- 3222 )
Housing,Housing Tenure,Renter-occupied,93910,(+/- 3736 ),94843,(+/- 3894 ),98457,(+/- 4111 ),93805,(+/- 3528 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.57,(+/- 0.04 ),2.57,(+/- 0.05 ),2.77,(+/- 0.04 ),2.66,(+/- 0.05 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.43,(+/- 0.07 ),2.31,(+/- 0.07 ),2.31,(+/- 0.07 ),2.38,(+/- 0.07 )
Housing,Year Householder Moved into Unit,Occupied housing units,269153,(+/- 3469 ),277244,(+/- 3660 ),288299,(+/- 2355 ),275711,(+/- 2994 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,56175,(+/- 2749 ),55773,(+/- 3544 ),64169,(+/- 3127 ),52251,(+/- 3403 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,73183,(+/- 3512 ),74859,(+/- 3305 ),82244,(+/- 3703 ),80002,(+/- 4032 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,64752,(+/- 3354 ),71804,(+/- 3499 ),78105,(+/- 3553 ),74228,(+/- 3213 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,35122,(+/- 2468 ),35615,(+/- 2432 ),32965,(+/- 1933 ),34921,(+/- 2163 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,18672,(+/- 1421 ),19212,(+/- 1661 ),16836,(+/- 1766 ),17692,(+/- 1590 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,21249,(+/- 1682 ),19981,(+/- 1785 ),13980,(+/- 1433 ),16617,(+/- 1404 )
Housing,Value,Owner-occupied units,175243,(+/- 3694 ),182401,(+/- 4031 ),189842,(+/- 3921 ),181906,(+/- 3222 )
Housing,Value,"Less than $50,000",31287,(+/- 2134 ),24607,(+/- 1754 ),8289,(+/- 1042 ),22292,(+/- 1866 )
Housing,Value,"$50,000 to $99,999",47759,(+/- 3159 ),42520,(+/- 2546 ),15439,(+/- 1667 ),48325,(+/- 2164 )
Housing,Value,"$100,000 to $149,999",35636,(+/- 2352 ),39862,(+/- 2122 ),23383,(+/- 2068 ),38829,(+/- 2128 )
Housing,Value,"$150,000 to $199,999",26840,(+/- 1991 ),29648,(+/- 2612 ),36885,(+/- 2568 ),32894,(+/- 2040 )
Housing,Value,"$200,000 to $299,999",22164,(+/- 1794 ),27247,(+/- 2139 ),52151,(+/- 2885 ),22622,(+/- 1887 )
Housing,Value,"$300,000 to $499,999",8393,(+/- 1126 ),13508,(+/- 1644 ),36832,(+/- 2285 ),12440,(+/- 1210 )
Housing,Value,"$500,000 to $999,999",2595,(+/- 697 ),3904,(+/- 774 ),14821,(+/- 1272 ),3639,(+/- 758 )
Housing,Value,"$1,000,000 or more",569,(+/- 263 ),1105,(+/- 491 ),2042,(+/- 532 ),865,(+/- 382 )
Housing,Value,Median (dollars),111000,(+/- 3266 ),127500,(+/- 4007 ),218400,(+/- 4039 ),125800,(+/- 2747 )
Housing,Mortgage Status,Owner-occupied units,175243,(+/- 3694 ),182401,(+/- 4031 ),189842,(+/- 3921 ),181906,(+/- 3222 )
Housing,Mortgage Status,Housing units with a mortgage,90937,(+/- 3243 ),104059,(+/- 3589 ),130500,(+/- 4220 ),110514,(+/- 3266 )
Housing,Mortgage Status,Housing units without a mortgage,84306,(+/- 3703 ),78342,(+/- 3414 ),59342,(+/- 2377 ),71392,(+/- 2779 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,90937,(+/- 3243 ),104059,(+/- 3589 ),130500,(+/- 4220 ),110514,(+/- 3266 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,2535,(+/- 572 ),2532,(+/- 534 ),700,(+/- 377 ),2156,(+/- 666 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,35199,(+/- 2260 ),34334,(+/- 2437 ),16127,(+/- 1723 ),35736,(+/- 2371 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",31534,(+/- 2221 ),36596,(+/- 2186 ),41235,(+/- 2554 ),42327,(+/- 2616 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",13492,(+/- 1435 ),18069,(+/- 1774 ),34018,(+/- 1942 ),18872,(+/- 1799 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",4720,(+/- 994 ),7241,(+/- 1122 ),19680,(+/- 1805 ),6477,(+/- 914 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",1749,(+/- 632 ),2801,(+/- 725 ),8673,(+/- 1133 ),2183,(+/- 713 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",1708,(+/- 566 ),2486,(+/- 667 ),10067,(+/- 1275 ),2763,(+/- 662 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1103,(+/- 22 ),1180,(+/- 25 ),1589,(+/- 23 ),1173,(+/- 19 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,84306,(+/- 3703 ),78342,(+/- 3414 ),59342,(+/- 2377 ),71392,(+/- 2779 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,12412,(+/- 1256 ),8329,(+/- 1054 ),1854,(+/- 548 ),8924,(+/- 1115 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,24253,(+/- 1920 ),21393,(+/- 2121 ),9494,(+/- 1283 ),21725,(+/- 1831 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,29568,(+/- 2215 ),29878,(+/- 2251 ),21267,(+/- 1401 ),24357,(+/- 1910 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,12597,(+/- 1319 ),12593,(+/- 1429 ),14737,(+/- 1418 ),10282,(+/- 1247 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,3498,(+/- 658 ),4389,(+/- 803 ),6813,(+/- 1028 ),3469,(+/- 727 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",1978,(+/- 607 ),1760,(+/- 463 ),5177,(+/- 848 ),2635,(+/- 630 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),431,(+/- 9 ),457,(+/- 9 ),573,(+/- 13 ),435,(+/- 11 )
Housing,Gross Rent,Occupied units paying rent,85630,(+/- 3625 ),90170,(+/- 3850 ),95598,(+/- 3869 ),88787,(+/- 3552 )
Housing,Gross Rent,Less than $500,17580,(+/- 1718 ),15921,(+/- 1681 ),6780,(+/- 1311 ),15363,(+/- 1790 )
Housing,Gross Rent,$500 to $999,50626,(+/- 3119 ),53447,(+/- 3379 ),44299,(+/- 3149 ),54869,(+/- 3319 )
Housing,Gross Rent,"$1,000 to $1,499",13244,(+/- 1956 ),16227,(+/- 2195 ),33686,(+/- 2731 ),14717,(+/- 1863 )
Housing,Gross Rent,"$1,500 to $1,999",3224,(+/- 1041 ),3144,(+/- 750 ),7484,(+/- 1465 ),2661,(+/- 761 )
Housing,Gross Rent,"$2,000 to $2,499",428,(+/- 258 ),748,(+/- 443 ),1236,(+/- 528 ),651,(+/- 670 )
Housing,Gross Rent,"$2,500 to $2,999",112,(+/- 186 ),0,(+/- 174 ),511,(+/- 357 ),138,(+/- 122 )
Housing,Gross Rent,"$3,000 or more",416,(+/- 275 ),683,(+/- 506 ),1602,(+/- 567 ),388,(+/- 349 )
Housing,Gross Rent,Median (dollars),695,(+/- 15 ),737,(+/- 16 ),974,(+/- 19 ),745,(+/- 16 )
Housing,Gross Rent,No rent paid,8280,(+/- 1178 ),4673,(+/- 813 ),2859,(+/- 879 ),5018,(+/- 842 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,269153,(+/- 3469 ),277244,(+/- 3660 ),288299,(+/- 2355 ),275711,(+/- 2994 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",18975,(+/- 1875 ),17728,(+/- 2038 ),12720,(+/- 1607 ),19180,(+/- 2021 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",12694,(+/- 1306 ),15825,(+/- 1818 ),9766,(+/- 1491 ),13647,(+/- 1629 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",32126,(+/- 1977 ),29366,(+/- 2111 ),18584,(+/- 1938 ),28853,(+/- 2540 )
