Housing,Housing Occupancy,Rental vacancy rate,6.7,(+/- 1.2 )
Housing,Housing Tenure,Occupied housing units,334003,(+/- 3659 )
Housing,Housing Tenure,Owner-occupied,224459,(+/- 3798 )
Housing,Housing Tenure,Renter-occupied,109544,(+/- 3813 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.62,(+/- 0.03 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.22,(+/- 0.07 )
Housing,Year Householder Moved into Unit,Occupied housing units,334003,(+/- 3659 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,65856,(+/- 3384 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,96740,(+/- 3962 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,86568,(+/- 3346 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,42129,(+/- 2134 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,19454,(+/- 1569 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,23256,(+/- 1551 )
Housing,Value,Owner-occupied units,224459,(+/- 3798 )
Housing,Value,"Less than $50,000",26655,(+/- 1752 )
Housing,Value,"$50,000 to $99,999",34387,(+/- 2085 )
Housing,Value,"$100,000 to $149,999",39447,(+/- 2333 )
Housing,Value,"$150,000 to $199,999",44762,(+/- 2644 )
Housing,Value,"$200,000 to $299,999",43426,(+/- 2324 )
Housing,Value,"$300,000 to $499,999",26107,(+/- 1827 )
Housing,Value,"$500,000 to $999,999",7674,(+/- 1135 )
Housing,Value,"$1,000,000 or more",2001,(+/- 742 )
Housing,Value,Median (dollars),160700,(+/- 2613 )
Housing,Mortgage Status,Owner-occupied units,224459,(+/- 3798 )
Housing,Mortgage Status,Housing units with a mortgage,126256,(+/- 4249 )
Housing,Mortgage Status,Housing units without a mortgage,98203,(+/- 3053 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,126256,(+/- 4249 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,2719,(+/- 749 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,34279,(+/- 2334 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",50533,(+/- 2764 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",22030,(+/- 1918 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",8085,(+/- 1141 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",3868,(+/- 689 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",4742,(+/- 933 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1239,(+/- 24 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,98203,(+/- 3053 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,9338,(+/- 1037 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,28246,(+/- 2064 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,36673,(+/- 2411 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,15685,(+/- 1771 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,4253,(+/- 920 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",4008,(+/- 961 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),453,(+/- 10 )
Housing,Gross Rent,Occupied units paying rent,101969,(+/- 3792 )
Housing,Gross Rent,Less than $500,25217,(+/- 1886 )
Housing,Gross Rent,$500 to $999,59717,(+/- 3189 )
Housing,Gross Rent,"$1,000 to $1,499",13182,(+/- 1868 )
Housing,Gross Rent,"$1,500 to $1,999",2509,(+/- 692 )
Housing,Gross Rent,"$2,000 to $2,499",652,(+/- 382 )
Housing,Gross Rent,"$2,500 to $2,999",429,(+/- 513 )
Housing,Gross Rent,"$3,000 or more",263,(+/- 251 )
Housing,Gross Rent,Median (dollars),706,(+/- 19 )
Housing,Gross Rent,No rent paid,7575,(+/- 1233 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,334003,(+/- 3659 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",22031,(+/- 2083 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",15340,(+/- 1778 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",31356,(+/- 2323 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",35245,(+/- 2333 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",48791,(+/- 2772 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",66975,(+/- 2663 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",48097,(+/- 2723 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",40930,(+/- 2304 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",12875,(+/- 1656 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",12363,(+/- 1475 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),54467,(+/- 1289 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),71385,(+/- 2147 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,848774,(+/- 457 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,774556,(+/- 4458 )
Socioeconomic,Health Insurance Coverage,With private health insurance,623443,(+/- 7777 )
Socioeconomic,Health Insurance Coverage,With public coverage,263070,(+/- 7117 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,74218,(+/- 4469 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,212981,(+/- 1327 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,9545,(+/- 1594 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,8.2,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,13.1,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,13.9,(+/- 3.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,3.5,(+/- 0.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,4.3,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,3.7,(+/- 3.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",30.7,(+/- 3.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,38.1,(+/- 4.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,46.3,(+/- 10.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,13.3,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,16.9,(+/- 1.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,16.5,(+/- 1.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,18.6,(+/- 2.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,15.6,(+/- 1.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,12.0,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,10.9,(+/- 1.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,10.1,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,24.9,(+/- 2.0 )
Education,School Enrollment,Population 3 years and over enrolled in school,218239,(+/- 3751 )
Education,School Enrollment,"Nursery school, preschool",14308,(+/- 1779 )
Education,School Enrollment,Kindergarten,12853,(+/- 1718 )
Education,School Enrollment,Elementary school (grades 1-8),91755,(+/- 2326 )
Education,School Enrollment,High school (grades 9-12),45515,(+/- 2259 )
Education,School Enrollment,College or graduate school,53808,(+/- 2625 )
Education,Educational Attainment,Population 25 years and over,565894,(+/- 2150 )
Education,Educational Attainment,Less than 9th grade,18275,(+/- 1695 )
Education,Educational Attainment,"9th to 12th grade, no diploma",31736,(+/- 2566 )
Education,Educational Attainment,High school graduate (includes equivalency),163910,(+/- 4998 )
Education,Educational Attainment,"Some college, no degree",123619,(+/- 4831 )
Education,Educational Attainment,Associate's degree,65093,(+/- 3561 )
Education,Educational Attainment,Bachelor's degree,111002,(+/- 4685 )
Education,Educational Attainment,Graduate or professional degree,52259,(+/- 3271 )
Education,Educational Attainment,Percent high school graduate or higher,91.2,(+/- 0.5 )
Education,Educational Attainment,Percent bachelor's degree or higher,28.9,(+/- 0.9 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District (At Large) Estimate,District (At Large) Flag
Business,Paid employees for pay period including March 12,Total for all sectors,353540,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",378,H
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",1183,G
Business,Paid employees for pay period including March 12,Utilities,2242,H
Business,Paid employees for pay period including March 12,Construction,19464,G
Business,Paid employees for pay period including March 12,Manufacturing,45363,G
Business,Paid employees for pay period including March 12,Wholesale trade,19019,G
Business,Paid employees for pay period including March 12,Retail trade,53311,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,10861,G
Business,Paid employees for pay period including March 12,Information,6877,G
Business,Paid employees for pay period including March 12,Finance and insurance,25870,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,3978,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",12019,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,6913,H
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,10579,G
Business,Paid employees for pay period including March 12,Educational services,8029,G
Business,Paid employees for pay period including March 12,Health care and social assistance,65468,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",6289,G
Business,Paid employees for pay period including March 12,Accommodation and food services,40971,G
Business,Paid employees for pay period including March 12,Other services (except public administration),14668,G
Business,Paid employees for pay period including March 12,Industries not classified,58,H
Business,"Annual payroll ($1,000)",Total for all sectors,13812997,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",14857,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",76353,G
Business,"Annual payroll ($1,000)",Utilities,188975,H
Business,"Annual payroll ($1,000)",Construction,948744,G
Business,"Annual payroll ($1,000)",Manufacturing,2011569,G
Business,"Annual payroll ($1,000)",Wholesale trade,996597,G
Business,"Annual payroll ($1,000)",Retail trade,1373187,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,441301,G
Business,"Annual payroll ($1,000)",Information,323817,G
Business,"Annual payroll ($1,000)",Finance and insurance,1418696,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,134063,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",585445,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,512460,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,342615,G
Business,"Annual payroll ($1,000)",Educational services,192182,G
Business,"Annual payroll ($1,000)",Health care and social assistance,3118832,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",121433,G
Business,"Annual payroll ($1,000)",Accommodation and food services,647949,G
Business,"Annual payroll ($1,000)",Other services (except public administration),362326,G
Business,"Annual payroll ($1,000)",Industries not classified,1596,H
Business,Total Establishments,Total for all sectors,26511,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",148,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",69,X
Business,Total Establishments,Utilities,157,X
Business,Total Establishments,Construction,3363,X
Business,Total Establishments,Manufacturing,1038,X
Business,Total Establishments,Wholesale trade,1507,X
Business,Total Establishments,Retail trade,3941,X
Business,Total Establishments,Transportation and warehousing,1190,X
Business,Total Establishments,Information,445,X
Business,Total Establishments,Finance and insurance,1983,X
Business,Total Establishments,Real estate and rental and leasing,1043,X
Business,Total Establishments,"Professional, scientific, and technical services",1928,X
Business,Total Establishments,Management of companies and enterprises,151,X
Business,Total Establishments,Administrative and support and waste management and remediation services,1094,X
Business,Total Establishments,Educational services,237,X
Business,Total Establishments,Health care and social assistance,2322,X
Business,Total Establishments,"Arts, entertainment, and recreation",690,X
Business,Total Establishments,Accommodation and food services,2421,X
Business,Total Establishments,Other services (except public administration),2732,X
Business,Total Establishments,Industries not classified,52,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
